,Country,CountryCode,Province,City,CityCode,Lat,Lon,Cases,Status,Date
322,Singapore,SG,,,,1.35,103.82,58188,recovered,2020-12-10T00:00:00Z
323,Singapore,SG,,,,1.35,103.82,58192,recovered,2020-12-11T00:00:00Z
324,Singapore,SG,,,,1.35,103.82,58197,recovered,2020-12-12T00:00:00Z
325,Singapore,SG,,,,1.35,103.82,58208,recovered,2020-12-13T00:00:00Z
326,Singapore,SG,,,,1.35,103.82,58210,recovered,2020-12-14T00:00:00Z
327,Singapore,SG,,,,1.35,103.82,58233,recovered,2020-12-15T00:00:00Z
328,Singapore,SG,,,,1.35,103.82,58238,recovered,2020-12-16T00:00:00Z
329,Singapore,SG,,,,1.35,103.82,58252,recovered,2020-12-17T00:00:00Z
330,Singapore,SG,,,,1.35,103.82,58265,recovered,2020-12-18T00:00:00Z
331,Singapore,SG,,,,1.35,103.82,58274,recovered,2020-12-19T00:00:00Z
332,Singapore,SG,,,,1.35,103.82,58279,recovered,2020-12-20T00:00:00Z
333,Singapore,SG,,,,1.35,103.82,58287,recovered,2020-12-21T00:00:00Z
334,Singapore,SG,,,,1.35,103.82,58304,recovered,2020-12-22T00:00:00Z
335,Singapore,SG,,,,1.35,103.82,58322,recovered,2020-12-23T00:00:00Z
336,Singapore,SG,,,,1.35,103.82,58332,recovered,2020-12-24T00:00:00Z
337,Singapore,SG,,,,1.35,103.82,58352,recovered,2020-12-25T00:00:00Z
338,Singapore,SG,,,,1.35,103.82,58362,recovered,2020-12-26T00:00:00Z
339,Singapore,SG,,,,1.35,103.82,58370,recovered,2020-12-27T00:00:00Z
340,Singapore,SG,,,,1.35,103.82,58386,recovered,2020-12-28T00:00:00Z
341,Singapore,SG,,,,1.35,103.82,58400,recovered,2020-12-29T00:00:00Z
342,Singapore,SG,,,,1.35,103.82,58411,recovered,2020-12-30T00:00:00Z
343,Singapore,SG,,,,1.35,103.82,58449,recovered,2020-12-31T00:00:00Z
344,Singapore,SG,,,,1.35,103.82,58449,recovered,2021-01-01T00:00:00Z
345,Singapore,SG,,,,1.35,103.82,58476,recovered,2021-01-02T00:00:00Z
346,Singapore,SG,,,,1.35,103.82,58487,recovered,2021-01-03T00:00:00Z
347,Singapore,SG,,,,1.35,103.82,58497,recovered,2021-01-04T00:00:00Z
348,Singapore,SG,,,,1.35,103.82,58517,recovered,2021-01-05T00:00:00Z
349,Singapore,SG,,,,1.35,103.82,58541,recovered,2021-01-06T00:00:00Z
350,Singapore,SG,,,,1.35,103.82,58562,recovered,2021-01-07T00:00:00Z
351,Singapore,SG,,,,1.35,103.82,58580,recovered,2021-01-08T00:00:00Z
352,Singapore,SG,,,,1.35,103.82,58611,recovered,2021-01-09T00:00:00Z
353,Singapore,SG,,,,1.35,103.82,58636,recovered,2021-01-10T00:00:00Z
354,Singapore,SG,,,,1.35,103.82,58668,recovered,2021-01-11T00:00:00Z
355,Singapore,SG,,,,1.35,103.82,58694,recovered,2021-01-12T00:00:00Z
356,Singapore,SG,,,,1.35,103.82,58722,recovered,2021-01-13T00:00:00Z
357,Singapore,SG,,,,1.35,103.82,58757,recovered,2021-01-14T00:00:00Z
358,Singapore,SG,,,,1.35,103.82,58771,recovered,2021-01-15T00:00:00Z
359,Singapore,SG,,,,1.35,103.82,58784,recovered,2021-01-16T00:00:00Z
360,Singapore,SG,,,,1.35,103.82,58846,recovered,2021-01-17T00:00:00Z
361,Singapore,SG,,,,1.35,103.82,58868,recovered,2021-01-18T00:00:00Z
362,Singapore,SG,,,,1.35,103.82,58894,recovered,2021-01-19T00:00:00Z
363,Singapore,SG,,,,1.35,103.82,58926,recovered,2021-01-20T00:00:00Z
364,Singapore,SG,,,,1.35,103.82,58959,recovered,2021-01-21T00:00:00Z
365,Singapore,SG,,,,1.35,103.82,58983,recovered,2021-01-22T00:00:00Z
366,Singapore,SG,,,,1.35,103.82,59015,recovered,2021-01-23T00:00:00Z
367,Singapore,SG,,,,1.35,103.82,59041,recovered,2021-01-24T00:00:00Z
368,Singapore,SG,,,,1.35,103.82,59066,recovered,2021-01-25T00:00:00Z
369,Singapore,SG,,,,1.35,103.82,59086,recovered,2021-01-26T00:00:00Z
370,Singapore,SG,,,,1.35,103.82,59104,recovered,2021-01-27T00:00:00Z
371,Singapore,SG,,,,1.35,103.82,59148,recovered,2021-01-28T00:00:00Z
372,Singapore,SG,,,,1.35,103.82,59181,recovered,2021-01-29T00:00:00Z
373,Singapore,SG,,,,1.35,103.82,59196,recovered,2021-01-30T00:00:00Z
374,Singapore,SG,,,,1.35,103.82,59228,recovered,2021-01-31T00:00:00Z
375,Singapore,SG,,,,1.35,103.82,59271,recovered,2021-02-01T00:00:00Z
376,Singapore,SG,,,,1.35,103.82,59301,recovered,2021-02-02T00:00:00Z
377,Singapore,SG,,,,1.35,103.82,59320,recovered,2021-02-03T00:00:00Z
378,Singapore,SG,,,,1.35,103.82,59348,recovered,2021-02-04T00:00:00Z
379,Singapore,SG,,,,1.35,103.82,59373,recovered,2021-02-05T00:00:00Z
380,Singapore,SG,,,,1.35,103.82,59405,recovered,2021-02-06T00:00:00Z
381,Singapore,SG,,,,1.35,103.82,59433,recovered,2021-02-07T00:00:00Z
382,Singapore,SG,,,,1.35,103.82,59484,recovered,2021-02-08T00:00:00Z
383,Singapore,SG,,,,1.35,103.82,59506,recovered,2021-02-09T00:00:00Z
384,Singapore,SG,,,,1.35,103.82,59526,recovered,2021-02-10T00:00:00Z
385,Singapore,SG,,,,1.35,103.82,59558,recovered,2021-02-11T00:00:00Z
386,Singapore,SG,,,,1.35,103.82,59569,recovered,2021-02-12T00:00:00Z
387,Singapore,SG,,,,1.35,103.82,59604,recovered,2021-02-13T00:00:00Z
388,Singapore,SG,,,,1.35,103.82,59621,recovered,2021-02-14T00:00:00Z
389,Singapore,SG,,,,1.35,103.82,59641,recovered,2021-02-15T00:00:00Z
390,Singapore,SG,,,,1.35,103.82,59661,recovered,2021-02-16T00:00:00Z
391,Singapore,SG,,,,1.35,103.82,59676,recovered,2021-02-17T00:00:00Z
392,Singapore,SG,,,,1.35,103.82,59679,recovered,2021-02-18T00:00:00Z
393,Singapore,SG,,,,1.35,103.82,59697,recovered,2021-02-19T00:00:00Z
394,Singapore,SG,,,,1.35,103.82,59719,recovered,2021-02-20T00:00:00Z
395,Singapore,SG,,,,1.35,103.82,59731,recovered,2021-02-21T00:00:00Z
396,Singapore,SG,,,,1.35,103.82,59746,recovered,2021-02-22T00:00:00Z
397,Singapore,SG,,,,1.35,103.82,59753,recovered,2021-02-23T00:00:00Z
398,Singapore,SG,,,,1.35,103.82,59761,recovered,2021-02-24T00:00:00Z
399,Singapore,SG,,,,1.35,103.82,59785,recovered,2021-02-25T00:00:00Z
400,Singapore,SG,,,,1.35,103.82,59803,recovered,2021-02-26T00:00:00Z
401,Singapore,SG,,,,1.35,103.82,59816,recovered,2021-02-27T00:00:00Z
402,Singapore,SG,,,,1.35,103.82,59823,recovered,2021-02-28T00:00:00Z
403,Singapore,SG,,,,1.35,103.82,59830,recovered,2021-03-01T00:00:00Z
404,Singapore,SG,,,,1.35,103.82,59842,recovered,2021-03-02T00:00:00Z
405,Singapore,SG,,,,1.35,103.82,59849,recovered,2021-03-03T00:00:00Z
406,Singapore,SG,,,,1.35,103.82,59857,recovered,2021-03-04T00:00:00Z
407,Singapore,SG,,,,1.35,103.82,59870,recovered,2021-03-05T00:00:00Z
408,Singapore,SG,,,,1.35,103.82,59879,recovered,2021-03-06T00:00:00Z
409,Singapore,SG,,,,1.35,103.82,59894,recovered,2021-03-07T00:00:00Z
410,Singapore,SG,,,,1.35,103.82,59900,recovered,2021-03-08T00:00:00Z
411,Singapore,SG,,,,1.35,103.82,59905,recovered,2021-03-09T00:00:00Z
412,Singapore,SG,,,,1.35,103.82,59911,recovered,2021-03-10T00:00:00Z
413,Singapore,SG,,,,1.35,103.82,59939,recovered,2021-03-11T00:00:00Z
414,Singapore,SG,,,,1.35,103.82,59950,recovered,2021-03-12T00:00:00Z
415,Singapore,SG,,,,1.35,103.82,59961,recovered,2021-03-13T00:00:00Z
416,Singapore,SG,,,,1.35,103.82,59968,recovered,2021-03-14T00:00:00Z
417,Singapore,SG,,,,1.35,103.82,59974,recovered,2021-03-15T00:00:00Z
418,Singapore,SG,,,,1.35,103.82,59984,recovered,2021-03-16T00:00:00Z
419,Singapore,SG,,,,1.35,103.82,60001,recovered,2021-03-17T00:00:00Z
420,Singapore,SG,,,,1.35,103.82,60014,recovered,2021-03-18T00:00:00Z
421,Singapore,SG,,,,1.35,103.82,60019,recovered,2021-03-19T00:00:00Z
422,Singapore,SG,,,,1.35,103.82,60022,recovered,2021-03-20T00:00:00Z
423,Singapore,SG,,,,1.35,103.82,60038,recovered,2021-03-21T00:00:00Z
424,Singapore,SG,,,,1.35,103.82,60051,recovered,2021-03-22T00:00:00Z
425,Singapore,SG,,,,1.35,103.82,60063,recovered,2021-03-23T00:00:00Z
426,Singapore,SG,,,,1.35,103.82,60078,recovered,2021-03-24T00:00:00Z
427,Singapore,SG,,,,1.35,103.82,60086,recovered,2021-03-25T00:00:00Z
428,Singapore,SG,,,,1.35,103.82,60103,recovered,2021-03-26T00:00:00Z
429,Singapore,SG,,,,1.35,103.82,60113,recovered,2021-03-27T00:00:00Z
430,Singapore,SG,,,,1.35,103.82,60122,recovered,2021-03-28T00:00:00Z
431,Singapore,SG,,,,1.35,103.82,60131,recovered,2021-03-29T00:00:00Z
432,Singapore,SG,,,,1.35,103.82,60138,recovered,2021-03-30T00:00:00Z
433,Singapore,SG,,,,1.35,103.82,60149,recovered,2021-03-31T00:00:00Z
434,Singapore,SG,,,,1.35,103.82,60161,recovered,2021-04-01T00:00:00Z
435,Singapore,SG,,,,1.35,103.82,60176,recovered,2021-04-02T00:00:00Z
436,Singapore,SG,,,,1.35,103.82,60185,recovered,2021-04-03T00:00:00Z
437,Singapore,SG,,,,1.35,103.82,60202,recovered,2021-04-04T00:00:00Z
438,Singapore,SG,,,,1.35,103.82,60214,recovered,2021-04-05T00:00:00Z
439,Singapore,SG,,,,1.35,103.82,60239,recovered,2021-04-06T00:00:00Z
440,Singapore,SG,,,,1.35,103.82,60260,recovered,2021-04-07T00:00:00Z
441,Singapore,SG,,,,1.35,103.82,60284,recovered,2021-04-08T00:00:00Z
442,Singapore,SG,,,,1.35,103.82,60304,recovered,2021-04-09T00:00:00Z
443,Singapore,SG,,,,1.35,103.82,60322,recovered,2021-04-10T00:00:00Z
444,Singapore,SG,,,,1.35,103.82,60335,recovered,2021-04-11T00:00:00Z
445,Singapore,SG,,,,1.35,103.82,60357,recovered,2021-04-12T00:00:00Z
446,Singapore,SG,,,,1.35,103.82,60374,recovered,2021-04-13T00:00:00Z
447,Singapore,SG,,,,1.35,103.82,60392,recovered,2021-04-14T00:00:00Z
448,Singapore,SG,,,,1.35,103.82,60417,recovered,2021-04-15T00:00:00Z
449,Singapore,SG,,,,1.35,103.82,60446,recovered,2021-04-16T00:00:00Z
450,Singapore,SG,,,,1.35,103.82,60463,recovered,2021-04-17T00:00:00Z
451,Singapore,SG,,,,1.35,103.82,60485,recovered,2021-04-18T00:00:00Z
452,Singapore,SG,,,,1.35,103.82,60503,recovered,2021-04-19T00:00:00Z
453,Singapore,SG,,,,1.35,103.82,60540,recovered,2021-04-20T00:00:00Z
454,Singapore,SG,,,,1.35,103.82,60576,recovered,2021-04-21T00:00:00Z
455,Singapore,SG,,,,1.35,103.82,60603,recovered,2021-04-22T00:00:00Z
456,Singapore,SG,,,,1.35,103.82,60613,recovered,2021-04-23T00:00:00Z
457,Singapore,SG,,,,1.35,103.82,60629,recovered,2021-04-24T00:00:00Z
458,Singapore,SG,,,,1.35,103.82,60662,recovered,2021-04-25T00:00:00Z
459,Singapore,SG,,,,1.35,103.82,60682,recovered,2021-04-26T00:00:00Z
460,Singapore,SG,,,,1.35,103.82,60704,recovered,2021-04-27T00:00:00Z
461,Singapore,SG,,,,1.35,103.82,60718,recovered,2021-04-28T00:00:00Z
462,Singapore,SG,,,,1.35,103.82,60718,recovered,2021-04-29T00:00:00Z
463,Singapore,SG,,,,1.35,103.82,60751,recovered,2021-04-30T00:00:00Z
464,Singapore,SG,,,,1.35,103.82,60765,recovered,2021-05-01T00:00:00Z
465,Singapore,SG,,,,1.35,103.82,60786,recovered,2021-05-02T00:00:00Z
466,Singapore,SG,,,,1.35,103.82,60806,recovered,2021-05-03T00:00:00Z
467,Singapore,SG,,,,1.35,103.82,60823,recovered,2021-05-04T00:00:00Z
468,Singapore,SG,,,,1.35,103.82,60844,recovered,2021-05-05T00:00:00Z
469,Singapore,SG,,,,1.35,103.82,60873,recovered,2021-05-06T00:00:00Z
470,Singapore,SG,,,,1.35,103.82,60906,recovered,2021-05-07T00:00:00Z
471,Singapore,SG,,,,1.35,103.82,60912,recovered,2021-05-08T00:00:00Z
472,Singapore,SG,,,,1.35,103.82,60933,recovered,2021-05-09T00:00:00Z
473,Singapore,SG,,,,1.35,103.82,60953,recovered,2021-05-10T00:00:00Z
474,Singapore,SG,,,,1.35,103.82,60975,recovered,2021-05-11T00:00:00Z
475,Singapore,SG,,,,1.35,103.82,61006,recovered,2021-05-12T00:00:00Z
476,Singapore,SG,,,,1.35,103.82,61029,recovered,2021-05-13T00:00:00Z
477,Singapore,SG,,,,1.35,103.82,61047,recovered,2021-05-14T00:00:00Z
478,Singapore,SG,,,,1.35,103.82,61062,recovered,2021-05-15T00:00:00Z
479,Singapore,SG,,,,1.35,103.82,61104,recovered,2021-05-16T00:00:00Z
480,Singapore,SG,,,,1.35,103.82,61123,recovered,2021-05-17T00:00:00Z
481,Singapore,SG,,,,1.35,103.82,61134,recovered,2021-05-18T00:00:00Z
482,Singapore,SG,,,,1.35,103.82,61183,recovered,2021-05-19T00:00:00Z
483,Singapore,SG,,,,1.35,103.82,61229,recovered,2021-05-20T00:00:00Z
484,Singapore,SG,,,,1.35,103.82,61242,recovered,2021-05-21T00:00:00Z
485,Singapore,SG,,,,1.35,103.82,61277,recovered,2021-05-22T00:00:00Z
486,Singapore,SG,,,,1.35,103.82,61294,recovered,2021-05-23T00:00:00Z
487,Singapore,SG,,,,1.35,103.82,61316,recovered,2021-05-24T00:00:00Z
488,Singapore,SG,,,,1.35,103.82,61329,recovered,2021-05-25T00:00:00Z
489,Singapore,SG,,,,1.35,103.82,61360,recovered,2021-05-26T00:00:00Z
490,Singapore,SG,,,,1.35,103.82,61372,recovered,2021-05-27T00:00:00Z
491,Singapore,SG,,,,1.35,103.82,61407,recovered,2021-05-28T00:00:00Z
492,Singapore,SG,,,,1.35,103.82,61423,recovered,2021-05-29T00:00:00Z
493,Singapore,SG,,,,1.35,103.82,61434,recovered,2021-05-30T00:00:00Z
494,Singapore,SG,,,,1.35,103.82,61459,recovered,2021-05-31T00:00:00Z
495,Singapore,SG,,,,1.35,103.82,61481,recovered,2021-06-01T00:00:00Z
496,Singapore,SG,,,,1.35,103.82,61523,recovered,2021-06-02T00:00:00Z
497,Singapore,SG,,,,1.35,103.82,61557,recovered,2021-06-03T00:00:00Z
498,Singapore,SG,,,,1.35,103.82,61580,recovered,2021-06-04T00:00:00Z
499,Singapore,SG,,,,1.35,103.82,61613,recovered,2021-06-05T00:00:00Z
500,Singapore,SG,,,,1.35,103.82,61635,recovered,2021-06-06T00:00:00Z
501,Singapore,SG,,,,1.35,103.82,61660,recovered,2021-06-07T00:00:00Z
502,Singapore,SG,,,,1.35,103.82,61702,recovered,2021-06-08T00:00:00Z
503,Singapore,SG,,,,1.35,103.82,61740,recovered,2021-06-09T00:00:00Z
504,Singapore,SG,,,,1.35,103.82,61765,recovered,2021-06-10T00:00:00Z
505,Singapore,SG,,,,1.35,103.82,61799,recovered,2021-06-11T00:00:00Z
506,Singapore,SG,,,,1.35,103.82,61799,recovered,2021-06-12T00:00:00Z
507,Singapore,SG,,,,1.35,103.82,61869,recovered,2021-06-13T00:00:00Z
508,Singapore,SG,,,,1.35,103.82,61894,recovered,2021-06-14T00:00:00Z
509,Singapore,SG,,,,1.35,103.82,61911,recovered,2021-06-15T00:00:00Z
510,Singapore,SG,,,,1.35,103.82,61931,recovered,2021-06-16T00:00:00Z
511,Singapore,SG,,,,1.35,103.82,61960,recovered,2021-06-17T00:00:00Z
512,Singapore,SG,,,,1.35,103.82,61987,recovered,2021-06-18T00:00:00Z
513,Singapore,SG,,,,1.35,103.82,62023,recovered,2021-06-19T00:00:00Z
514,Singapore,SG,,,,1.35,103.82,62042,recovered,2021-06-20T00:00:00Z
515,Singapore,SG,,,,1.35,103.82,62070,recovered,2021-06-21T00:00:00Z
516,Singapore,SG,,,,1.35,103.82,62098,recovered,2021-06-22T00:00:00Z
517,Singapore,SG,,,,1.35,103.82,62113,recovered,2021-06-23T00:00:00Z
518,Singapore,SG,,,,1.35,103.82,62140,recovered,2021-06-24T00:00:00Z
519,Singapore,SG,,,,1.35,103.82,62161,recovered,2021-06-25T00:00:00Z
520,Singapore,SG,,,,1.35,103.82,62181,recovered,2021-06-26T00:00:00Z
521,Singapore,SG,,,,1.35,103.82,62195,recovered,2021-06-27T00:00:00Z
522,Singapore,SG,,,,1.35,103.82,62212,recovered,2021-06-28T00:00:00Z
523,Singapore,SG,,,,1.35,103.82,62563,recovered,2021-06-29T00:00:00Z
524,Singapore,SG,,,,1.35,103.82,62228,recovered,2021-06-30T00:00:00Z
525,Singapore,SG,,,,1.35,103.82,62234,recovered,2021-07-01T00:00:00Z
526,Singapore,SG,,,,1.35,103.82,62250,recovered,2021-07-02T00:00:00Z
527,Singapore,SG,,,,1.35,103.82,62265,recovered,2021-07-03T00:00:00Z
528,Singapore,SG,,,,1.35,103.82,62286,recovered,2021-07-04T00:00:00Z
529,Singapore,SG,,,,1.35,103.82,62299,recovered,2021-07-05T00:00:00Z
530,Singapore,SG,,,,1.35,103.82,62313,recovered,2021-07-06T00:00:00Z
531,Singapore,SG,,,,1.35,103.82,62341,recovered,2021-07-07T00:00:00Z
532,Singapore,SG,,,,1.35,103.82,62363,recovered,2021-07-08T00:00:00Z
533,Singapore,SG,,,,1.35,103.82,62374,recovered,2021-07-09T00:00:00Z
534,Singapore,SG,,,,1.35,103.82,62397,recovered,2021-07-10T00:00:00Z
535,Singapore,SG,,,,1.35,103.82,62414,recovered,2021-07-11T00:00:00Z
536,Singapore,SG,,,,1.35,103.82,62432,recovered,2021-07-12T00:00:00Z
537,Singapore,SG,,,,1.35,103.82,62453,recovered,2021-07-13T00:00:00Z
538,Singapore,SG,,,,1.35,103.82,62467,recovered,2021-07-14T00:00:00Z
539,Singapore,SG,,,,1.35,103.82,62481,recovered,2021-07-15T00:00:00Z
540,Singapore,SG,,,,1.35,103.82,62498,recovered,2021-07-16T00:00:00Z
541,Singapore,SG,,,,1.35,103.82,62512,recovered,2021-07-17T00:00:00Z
542,Singapore,SG,,,,1.35,103.82,62526,recovered,2021-07-18T00:00:00Z
543,Singapore,SG,,,,1.35,103.82,62532,recovered,2021-07-19T00:00:00Z
544,Singapore,SG,,,,1.35,103.82,62543,recovered,2021-07-20T00:00:00Z
545,Singapore,SG,,,,1.35,103.82,62560,recovered,2021-07-21T00:00:00Z
546,Singapore,SG,,,,1.35,103.82,62576,recovered,2021-07-22T00:00:00Z
547,Singapore,SG,,,,1.35,103.82,62587,recovered,2021-07-23T00:00:00Z
548,Singapore,SG,,,,1.35,103.82,62595,recovered,2021-07-24T00:00:00Z
549,Singapore,SG,,,,1.35,103.82,62605,recovered,2021-07-25T00:00:00Z
550,Singapore,SG,,,,1.35,103.82,62617,recovered,2021-07-26T00:00:00Z
551,Singapore,SG,,,,1.35,103.82,62637,recovered,2021-07-27T00:00:00Z
552,Singapore,SG,,,,1.35,103.82,62663,recovered,2021-07-28T00:00:00Z
553,Singapore,SG,,,,1.35,103.82,62679,recovered,2021-07-29T00:00:00Z
554,Singapore,SG,,,,1.35,103.82,62733,recovered,2021-07-30T00:00:00Z
555,Singapore,SG,,,,1.35,103.82,62863,recovered,2021-07-31T00:00:00Z
556,Singapore,SG,,,,1.35,103.82,62957,recovered,2021-08-01T00:00:00Z
557,Singapore,SG,,,,1.35,103.82,63033,recovered,2021-08-02T00:00:00Z
558,Singapore,SG,,,,1.35,103.82,63252,recovered,2021-08-03T00:00:00Z
559,Singapore,SG,,,,1.35,103.82,63357,recovered,2021-08-04T00:00:00Z
560,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-05T00:00:00Z
561,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-06T00:00:00Z
562,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-07T00:00:00Z
563,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-08T00:00:00Z
564,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-09T00:00:00Z
565,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-10T00:00:00Z
566,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-11T00:00:00Z
567,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-12T00:00:00Z
568,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-13T00:00:00Z
569,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-14T00:00:00Z
570,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-15T00:00:00Z
571,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-16T00:00:00Z
572,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-17T00:00:00Z
573,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-18T00:00:00Z
574,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-19T00:00:00Z
575,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-20T00:00:00Z
576,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-21T00:00:00Z
577,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-22T00:00:00Z
578,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-23T00:00:00Z
579,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-24T00:00:00Z
580,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-25T00:00:00Z
581,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-26T00:00:00Z
582,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-27T00:00:00Z
583,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-28T00:00:00Z
584,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-29T00:00:00Z
585,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-30T00:00:00Z
586,Singapore,SG,,,,1.35,103.82,0,recovered,2021-08-31T00:00:00Z
587,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-01T00:00:00Z
588,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-02T00:00:00Z
589,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-03T00:00:00Z
590,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-04T00:00:00Z
591,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-05T00:00:00Z
592,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-06T00:00:00Z
593,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-07T00:00:00Z
594,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-08T00:00:00Z
595,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-09T00:00:00Z
596,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-10T00:00:00Z
597,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-11T00:00:00Z
598,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-12T00:00:00Z
599,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-13T00:00:00Z
600,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-14T00:00:00Z
601,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-15T00:00:00Z
602,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-16T00:00:00Z
603,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-17T00:00:00Z
604,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-18T00:00:00Z
605,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-19T00:00:00Z
606,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-20T00:00:00Z
607,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-21T00:00:00Z
608,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-22T00:00:00Z
609,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-23T00:00:00Z
610,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-24T00:00:00Z
611,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-25T00:00:00Z
612,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-26T00:00:00Z
613,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-27T00:00:00Z
614,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-28T00:00:00Z
615,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-29T00:00:00Z
616,Singapore,SG,,,,1.35,103.82,0,recovered,2021-09-30T00:00:00Z
617,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-01T00:00:00Z
618,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-02T00:00:00Z
619,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-03T00:00:00Z
620,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-04T00:00:00Z
621,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-05T00:00:00Z
622,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-06T00:00:00Z
623,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-07T00:00:00Z
624,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-08T00:00:00Z
625,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-09T00:00:00Z
626,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-10T00:00:00Z
627,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-11T00:00:00Z
628,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-12T00:00:00Z
629,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-13T00:00:00Z
630,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-14T00:00:00Z
631,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-15T00:00:00Z
632,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-16T00:00:00Z
633,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-17T00:00:00Z
634,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-18T00:00:00Z
635,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-19T00:00:00Z
636,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-20T00:00:00Z
637,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-21T00:00:00Z
638,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-22T00:00:00Z
639,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-23T00:00:00Z
640,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-24T00:00:00Z
641,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-25T00:00:00Z
642,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-26T00:00:00Z
643,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-27T00:00:00Z
644,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-28T00:00:00Z
645,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-29T00:00:00Z
646,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-30T00:00:00Z
647,Singapore,SG,,,,1.35,103.82,0,recovered,2021-10-31T00:00:00Z
